content,intent,Intent_number
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-a2c33d4dfa9fdbf229549465a5915de6 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-a2c33d4dfa9fdbf229549465a5915de6/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-a2c33d4dfa9fdbf229549465a5915de6 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-a2c33d4dfa9fdbf229549465a5915de6>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-a2c33d4dfa9fdbf229549465a5915de6</a><OriginalName v=1600843720502.JPEG></OriginalName><FileSize v=68766></FileSize><meta type=photo originalName=1600843720502.JPEG></meta></URIObject>",O,4
Sure,Thank_you,8
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-438229a3ff9c6c3840bb02bc44d91d9c url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-438229a3ff9c6c3840bb02bc44d91d9c/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-438229a3ff9c6c3840bb02bc44d91d9c width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-438229a3ff9c6c3840bb02bc44d91d9c>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-438229a3ff9c6c3840bb02bc44d91d9c</a><OriginalName v=1600844792739.JPEG></OriginalName><FileSize v=36638></FileSize><meta type=photo originalName=1600844792739.JPEG></meta></URIObject>",O,4
Thank you ,Thank_you,8
Hi Sir. I am facing a problem in python assignment 4. Last question ,assignment_python,50
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-fc7853bc2b499cd7a50d56d07f82621c</a><OriginalName v=1601103985107.JPEG></OriginalName><FileSize v=71464></FileSize><meta type=photo originalName=1601103985107.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-876ea6a9bee889408e8b3f5a3fb6cc92 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-876ea6a9bee889408e8b3f5a3fb6cc92/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-876ea6a9bee889408e8b3f5a3fb6cc92 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-876ea6a9bee889408e8b3f5a3fb6cc92>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-876ea6a9bee889408e8b3f5a3fb6cc92</a><OriginalName v=1601104002262.JPEG></OriginalName><FileSize v=37478></FileSize><meta type=photo originalName=1601104002262.JPEG></meta></URIObject>",O,4
I am not getting output of False one,need_help,23
It&apos;s not showing the error as FALSE,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-3e6b7b27f04ae719251cc61be7a7935b url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-3e6b7b27f04ae719251cc61be7a7935b/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-3e6b7b27f04ae719251cc61be7a7935b width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-3e6b7b27f04ae719251cc61be7a7935b>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-3e6b7b27f04ae719251cc61be7a7935b</a><OriginalName v=1601104071748.JPEG></OriginalName><FileSize v=103517></FileSize><meta type=photo originalName=1601104071748.JPEG></meta></URIObject>",O,4
V is not a vowel..  It is not showing that output,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-09a65e2b88364983488ddcf27fa25afe url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-09a65e2b88364983488ddcf27fa25afe/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-09a65e2b88364983488ddcf27fa25afe width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-09a65e2b88364983488ddcf27fa25afe>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-09a65e2b88364983488ddcf27fa25afe</a><OriginalName v=1601104149014.JPEG></OriginalName><FileSize v=59806></FileSize><meta type=photo originalName=1601104149014.JPEG></meta></URIObject>",O,4
K is not a vowel as an output,O,4
Okay,good_bye,17
Then if I don&apos;t take any of those alphabets from if condition then it is a false output,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-0056e8b2e345c12137c4fe2c06660202 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-0056e8b2e345c12137c4fe2c06660202/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-0056e8b2e345c12137c4fe2c06660202 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-0056e8b2e345c12137c4fe2c06660202>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-0056e8b2e345c12137c4fe2c06660202</a><OriginalName v=1601104149014.JPEG></OriginalName><FileSize v=59806></FileSize><meta type=photo originalName=1601104149014.JPEG></meta></URIObject>",O,4
This one is not showing false,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-3c69240e5d14e97e088313e64430d877 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-3c69240e5d14e97e088313e64430d877/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-3c69240e5d14e97e088313e64430d877 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-3c69240e5d14e97e088313e64430d877>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-3c69240e5d14e97e088313e64430d877</a><OriginalName v=1601104373845.JPEG></OriginalName><FileSize v=88927></FileSize><meta type=photo originalName=1601104373845.JPEG></meta></URIObject>",O,4
This is meeting if condition ,O,4
Okay,good_bye,17
Got it,great,19
Thank you ,Thank_you,8
Hello Sir ,Greetings,0
I have finished all my assignments and submitted in the Github repository ,Thank_you,8
Kindly let me know if I am doing the process correctly ,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-ee63c9ee6c9a8feec32fd909f8552ad5 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-ee63c9ee6c9a8feec32fd909f8552ad5/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-ee63c9ee6c9a8feec32fd909f8552ad5 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-ee63c9ee6c9a8feec32fd909f8552ad5>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-ee63c9ee6c9a8feec32fd909f8552ad5</a><OriginalName v=1601184801179.JPEG></OriginalName><FileSize v=50842></FileSize><meta type=photo originalName=1601184801179.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-9203608a471a24161f0a8df7e4941003 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-9203608a471a24161f0a8df7e4941003/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-9203608a471a24161f0a8df7e4941003 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-9203608a471a24161f0a8df7e4941003>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-9203608a471a24161f0a8df7e4941003</a><OriginalName v=1601184818192.JPEG></OriginalName><FileSize v=48628></FileSize><meta type=photo originalName=1601184818192.JPEG></meta></URIObject>",O,4
In the canvas  . In the assignment submission I had submitted the Jupiter link of the assignment Do I have to attach any screenshot In the canvas,assignment_submittion,15
Okay. ,Thank_you,8
Thank you ,Thank_you,8
Sorry for disturbing you again.  I have a doubt.  I had missed the last Thursday doubt clearing session. Is there not any recording session of it,doubt_clear_session_recording,28
Okay,good_bye,17
Last time sir told about writing codes in modin,O,4
So I just wanted to have a look if someone has done it so that I can get an idea ,O,4
29th ML batch,batch_details,9
Yes it was discussed.  ,need_help,23
Okay,good_bye,17
I will have a look again and try for it,sure,18
Okay,good_bye,17
Hi Sir ,Greetings,0
I have a doubt.  I have submitted my assignments in the assignments links in canvas. There is a separate tab called grades. Do I have to submit the assignments in that also ,assignment_submittion,15
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-cus-d3-dca8040ee453f537d2f7de40e8764534 url_thumbnail=https://api.asm.skype.com/v1/objects/0-cus-d3-dca8040ee453f537d2f7de40e8764534/views/imgt1_anim type=Picture.1 doc_id=0-cus-d3-dca8040ee453f537d2f7de40e8764534 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-cus-d3-dca8040ee453f537d2f7de40e8764534>https://login.skype.com/login/sso?go=xmmfallback?pic=0-cus-d3-dca8040ee453f537d2f7de40e8764534</a><OriginalName v=1601363724603.JPEG></OriginalName><FileSize v=30851></FileSize><meta type=photo originalName=1601363724603.JPEG></meta></URIObject>",O,4
Oh.. After you evaluate then I have to click on that link and check the score,need_help,23
Am I correct ,need_help,23
Thank you ,Thank_you,8
Hi Sir ,Greetings,0
I need one help,need_help,23
I was trying to create a greeting card with python coding with the help of a YouTube video. I did everything same but still getting an error,code_error,55
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-80816d678d6bf12da198c5afecb5f293 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-80816d678d6bf12da198c5afecb5f293/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-80816d678d6bf12da198c5afecb5f293 width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-80816d678d6bf12da198c5afecb5f293>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-80816d678d6bf12da198c5afecb5f293</a><OriginalName v=1601812108925.JPEG></OriginalName><FileSize v=38274></FileSize><meta type=photo originalName=1601812108925.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-4440c4979d04ff79de3dfe016642096d url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-4440c4979d04ff79de3dfe016642096d/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-4440c4979d04ff79de3dfe016642096d width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-4440c4979d04ff79de3dfe016642096d>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-4440c4979d04ff79de3dfe016642096d</a><OriginalName v=1601812132946.JPEG></OriginalName><FileSize v=52495></FileSize><meta type=photo originalName=1601812132946.JPEG></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-ed497907e6ab31654140ed63ad84cd98 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-ed497907e6ab31654140ed63ad84cd98/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-ed497907e6ab31654140ed63ad84cd98 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-ed497907e6ab31654140ed63ad84cd98>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-ed497907e6ab31654140ed63ad84cd98</a><OriginalName v=1601812157562.JPEG></OriginalName><FileSize v=28511></FileSize><meta type=photo originalName=1601812157562.JPEG></meta></URIObject>",O,4
"I had tried in the l location.  integer (0, H) ",need_help,23
Same error,code_error,55
No,Thank_you,8
Okay ,good_bye,17
Yes.  It&apos;s a syntax error,need_help,23
I tried but it&apos;s the same error ,need_help,23
<ss type=yes>(y)</ss>,Thank_you,8
Ok sir,good_bye,17
Will check it out in stack overflow ,sure,18
Thank you ,Thank_you,8
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-1136ae148036bc4c71b10e8e445ba46f url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-1136ae148036bc4c71b10e8e445ba46f/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-1136ae148036bc4c71b10e8e445ba46f width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-1136ae148036bc4c71b10e8e445ba46f>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-1136ae148036bc4c71b10e8e445ba46f</a><OriginalName v=1601814183441.JPEG></OriginalName><FileSize v=55002></FileSize><meta type=photo originalName=1601814183441.JPEG></meta></URIObject>",O,4
In my iPad zoom chat box doesn&apos;t work Only video works,need_help,23
In today&apos;s class MySQL installation is going on currently ,mysql_installation,80
Yes.  But when I click it doesn&apos;t open ,O,4
It got hanged now,O,4
So I got out and again joining it,sure,18
It won&apos;t even open any options in zoom,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-ab85c705f48fa59e75f938201888e85f url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-ab85c705f48fa59e75f938201888e85f/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-ab85c705f48fa59e75f938201888e85f width=1152.4501758499414 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-ab85c705f48fa59e75f938201888e85f>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-ab85c705f48fa59e75f938201888e85f</a><OriginalName v=1601814547678.JPEG></OriginalName><FileSize v=33396></FileSize><meta type=photo originalName=1601814547678.JPEG></meta></URIObject>",O,4
I am facing some issue will join the class soon,sure,18
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-c22510172f2da57c23e52c5c76d5d177 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-c22510172f2da57c23e52c5c76d5d177/views/thumbnail type=Video.1 doc_id=0-sa-d8-c22510172f2da57c23e52c5c76d5d177 width=720 height=1280>To view this shared video, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d8-c22510172f2da57c23e52c5c76d5d177>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d8-c22510172f2da57c23e52c5c76d5d177</a><OriginalName v=videof3e989d9-9d39-43ce-a2c9-5c4afc00c7c6video.mp4></OriginalName><FileSize v=2373365></FileSize></URIObject>",O,4
I can&apos;t ask doubts there,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-60a6e8d3202ed12f722e3ef4624cfb2b url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-60a6e8d3202ed12f722e3ef4624cfb2b/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-60a6e8d3202ed12f722e3ef4624cfb2b width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-60a6e8d3202ed12f722e3ef4624cfb2b>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-60a6e8d3202ed12f722e3ef4624cfb2b</a><OriginalName v=1601814711608.JPEG></OriginalName><FileSize v=45099></FileSize><meta type=photo originalName=1601814711608.JPEG></meta></URIObject>",O,4
I got this page.  It&apos;s asking for the user name and pwd,need_help,23
But the chat box is not opening. Like it opens from the mobile version ,need_help,23
MySQL installation is not happening ,mysql_installation,80
Okay,good_bye,17
Okay,good_bye,17
Fine...  In my laptop zoom doesn&apos;t work.  So I joined via iPad.  But in IPad I am unable to ask doubts or click on the chat box to see. I will attend the class now,sure,18
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-1e651249843b937cbff5393a4686f048 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-1e651249843b937cbff5393a4686f048/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-1e651249843b937cbff5393a4686f048 width=1280 height=720>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-1e651249843b937cbff5393a4686f048>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-1e651249843b937cbff5393a4686f048</a><OriginalName v=IMG-20200830-WA0016.jpg></OriginalName><FileSize v=84110></FileSize><meta type=photo originalName=IMG-20200830-WA0016.jpg></meta></URIObject>",O,4
I did earlier in laptop. It showed this.  ,need_help,23
That&apos;s why I join in ipad,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-7d5b3b166a38f0e45b6c7f80a8a6d9b8</a><OriginalName v=1601816462846.JPEG></OriginalName><FileSize v=46920></FileSize><meta type=photo originalName=1601816462846.JPEG></meta></URIObject>",O,4
Successfully opened ,great,19
Only missing part was winzip,O,4
Thank you ,Thank_you,8
Till this I got..  I will watch the video again tomorrow to install MySQL ,mysql_installation,80
Hi Sir,Greetings,0
I have a doubt regarding this mail,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-da608f016ac691b7fe9bcb0083bf2256 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-da608f016ac691b7fe9bcb0083bf2256/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-da608f016ac691b7fe9bcb0083bf2256 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-da608f016ac691b7fe9bcb0083bf2256>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-da608f016ac691b7fe9bcb0083bf2256</a><OriginalName v=1601987207206.JPEG></OriginalName><FileSize v=60721></FileSize><meta type=photo originalName=1601987207206.JPEG></meta></URIObject>",O,4
